"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_9519","mrcB","penicillin-binding protein 1B","58","47","48","178","54.71698113207547","79.11111111111111","4.576241134751773","1.5080094693532006e-09","7.818275093861669e-05","7.546597580947557e-08","3","2","2","1.0","1.0"
"insCD-1","","IS2 element transposase InsAB'","39","19","67","206","36.79245283018868","91.55555555555556","6.311076197957581","1.5830246143363728e-09","8.207191113026925e-05","7.914359800411692e-08","23","16","10","0.09313964843749999","0.6776394844055175"
"nagC","","NagC DNA-binding transcriptional dual regulator","103","159","3","66","97.16981132075472","29.333333333333332","14.251572327044025","1.5917644609616644e-09","8.252502847855748e-05","7.942736138455965e-08","19","17","3","0.0007286071777343752","0.004425048828125002"
"group_52744","nagB","glucosamine-6-phosphate deaminase","3","66","103","159","2.8301886792452833","70.66666666666667","0.07016769638128861","1.5917644609616644e-09","8.252502847855748e-05","7.942736138455965e-08","18","3","17","0.00014495849609375","0.007537841796875001"
"group_51774","nagD","ribonucleotide monophosphatase","3","65","103","160","2.8301886792452833","71.11111111111111","0.07169529499626587","1.6076562810829568e-09","8.33489398927459e-05","8.01432114353326e-08","18","3","17","0.00014495849609375","0.007537841796875001"
"group_22516","","hypothetical protein","53","39","53","186","50.0","82.66666666666667","4.769230769230769","1.631741856661888e-09","8.459765655863559e-05","8.126576038293524e-08","12","6","6","1.0","1.0"
"group_3216","","hypothetical protein","25","5","81","220","23.58490566037736","97.77777777777777","13.580246913580247","1.645201127758249e-09","8.529545246862643e-05","8.146652575800041e-08","11","7","5","0.548828125","0.9999999999999997"
"group_12546","yjbH","putative porin","25","5","81","220","23.58490566037736","97.77777777777777","13.580246913580247","1.645201127758249e-09","8.529545246862643e-05","8.146652575800041e-08","11","7","5","0.548828125","0.9999999999999997"
"fabG_4","","3-oxo-acyl-[acyl-carrier-protein] reductase","25","5","81","220","23.58490566037736","97.77777777777777","13.580246913580247","1.645201127758249e-09","8.529545246862643e-05","8.146652575800041e-08","11","7","5","0.548828125","0.9999999999999997"
"group_20946","","Thioredoxin-like protein","25","5","81","220","23.58490566037736","97.77777777777777","13.580246913580247","1.645201127758249e-09","8.529545246862643e-05","8.146652575800041e-08","11","7","5","0.548828125","0.9999999999999997"
"group_25599","","hypothetical protein","25","5","81","220","23.58490566037736","97.77777777777777","13.580246913580247","1.645201127758249e-09","8.529545246862643e-05","8.146652575800041e-08","11","7","5","0.548828125","0.9999999999999997"
"group_25600","nemR_2","NemR DNA-binding transcriptional repressor","25","5","81","220","23.58490566037736","97.77777777777777","13.580246913580247","1.645201127758249e-09","8.529545246862643e-05","8.146652575800041e-08","11","7","5","0.548828125","0.9999999999999997"
"csy3","","CRISPR-associated protein Csy3","0","49","106","176","0.0","78.22222222222223","0.0","1.741850843090729e-09","9.030625696003884e-05","8.608794753101892e-08","4","0","4","0.125","0.125"
"group_19089","","hypothetical protein","0","49","106","176","0.0","78.22222222222223","0.0","1.741850843090729e-09","9.030625696003884e-05","8.608794753101892e-08","4","0","4","0.125","0.125"
"prlF","","PrlF antitoxin","106","177","0","48","100.0","21.333333333333336","inf","1.7623888864324655e-09","9.137105181709118e-05","8.615026143465269e-08","2","2","0","0.5","0.5"
"yhaV","","YhaV toxic endonuclease","106","177","0","48","100.0","21.333333333333336","inf","1.7623888864324655e-09","9.137105181709118e-05","8.615026143465269e-08","2","2","0","0.5","0.5"
"group_26650","","hypothetical protein","0","48","106","177","0.0","78.66666666666666","0.0","1.7623888864324655e-09","9.137105181709118e-05","8.615026143465269e-08","5","0","5","0.0625","0.0625"
"group_4105","vgrG1_1","Actin cross-linking toxin VgrG1","0","48","106","177","0.0","78.66666666666666","0.0","1.7623888864324655e-09","9.137105181709118e-05","8.615026143465269e-08","3","0","3","0.25","0.25"
"group_14707","","hypothetical protein","0","48","106","177","0.0","78.66666666666666","0.0","1.7623888864324655e-09","9.137105181709118e-05","8.615026143465269e-08","4","0","4","0.125","0.125"
"group_4456","cirA_2","outer membrane receptor involved in uptake of ferric dihyroxybenzoylserine","0","48","106","177","0.0","78.66666666666666","0.0","1.7623888864324655e-09","9.137105181709118e-05","8.615026143465269e-08","5","0","5","0.0625","0.0625"
"group_9737","","hypothetical protein","51","36","55","189","48.113207547169814","84.0","4.868181818181818","1.763859004925902e-09","9.144727011038338e-05","8.615026143465269e-08","13","6","8","0.5810546875","0.9999999999999999"
"group_15955","","hypothetical protein","51","36","55","189","48.113207547169814","84.0","4.868181818181818","1.763859004925902e-09","9.144727011038338e-05","8.615026143465269e-08","13","6","8","0.5810546875","0.9999999999999999"
"group_20473","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_23854","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","10","9","1","0.021484374999999997","0.021484374999999997"
"group_31261","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_15350","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_20474","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"recG_2","","RecG DNA helicase","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","10","9","1","0.021484374999999997","0.021484374999999997"
"group_31263","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"nrdA_2","","ribonucleoside diphosphate reductase 1, alpha subunit","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_20477","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_23860","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_17758","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"metN_2","","L-methionine / D-methionine ABC transporter - ATP binding subunit","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_31227","","Iron-sulfur cluster carrier protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_20462","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_20482","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_31231","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","10","9","1","0.021484374999999997","0.021484374999999997"
"group_20465","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"lig","","DNA ligase","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_31255","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_20469","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_23846","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_31256","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_20472","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_23850","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"group_31259","","hypothetical protein","19","1","87","224","17.92452830188679","99.55555555555556","48.91954022988506","1.7979473984433253e-09","9.32145828722942e-05","8.615026143465269e-08","9","8","1","0.0390625","0.0390625"
"btuF_3","","Vitamin B12-binding protein","7","81","99","144","6.60377358490566","64.0","0.12570145903479238","1.8179814709837478e-09","9.425324936315241e-05","8.702977780531155e-08","15","6","10","0.30175781250000017","0.6072387695312501"
"group_19738","ybgO","putative fimbrial-like adhesin protein","56","44","50","181","52.83018867924528","80.44444444444444","4.607272727272727","1.8776009737817814e-09","9.734422248571646e-05","8.963556398316434e-08","3","2","2","1.0","1.0"
"group_27368","","hypothetical protein","56","44","50","181","52.83018867924528","80.44444444444444","4.607272727272727","1.8776009737817814e-09","9.734422248571646e-05","8.963556398316434e-08","9","3","6","0.5078125","0.5078125"
"group_9705","eamA","O-acetylserine/cysteine export protein","56","44","50","181","52.83018867924528","80.44444444444444","4.607272727272727","1.8776009737817814e-09","9.734422248571646e-05","8.963556398316434e-08","4","3","2","0.625","1.0"
"group_19692","","hypothetical protein","52","37","54","188","49.056603773584904","83.55555555555556","4.892892892892893","1.8849635094859484e-09","9.772593314929899e-05","8.982162973281157e-08","13","6","8","0.5810546875","0.9999999999999999"
"tnpA","","Transposase for transposon Tn5","52","37","54","188","49.056603773584904","83.55555555555556","4.892892892892893","1.8849635094859484e-09","9.772593314929899e-05","8.982162973281157e-08","11","4","8","0.22656250000000003","0.548828125"
"wcaA_2","","putative colanic acid biosynthesis glycosyl transferase","59","49","47","176","55.660377358490564","78.22222222222223","4.508901432913591","1.896553664402197e-09","9.832682473093191e-05","9.004287979023069e-08","6","3","3","1.0","1.0"
"group_13058","","hypothetical protein","59","49","47","176","55.660377358490564","78.22222222222223","4.508901432913591","1.896553664402197e-09","9.832682473093191e-05","9.004287979023069e-08","6","3","3","1.0","1.0"
"group_22480","","hypothetical protein","59","49","47","176","55.660377358490564","78.22222222222223","4.508901432913591","1.896553664402197e-09","9.832682473093191e-05","9.004287979023069e-08","9","4","5","1.0","1.0"
"group_17280","","hypothetical protein","59","49","47","176","55.660377358490564","78.22222222222223","4.508901432913591","1.896553664402197e-09","9.832682473093191e-05","9.004287979023069e-08","13","6","7","0.9999999999999999","0.9999999999999999"
"group_21777","","hypothetical protein","102","156","4","69","96.22641509433963","30.666666666666664","11.278846153846153","1.93288864742608e-09","0.00010021061192580513","9.168399993211815e-08","16","14","4","0.004180908203124999","0.076812744140625"
"yihF_1","","putative GTP-binding protein","57","45","49","180","53.77358490566038","80.0","4.653061224489796","1.9450372673680215e-09","0.00010084045712669508","9.192384423582048e-08","9","2","7","0.17968750000000003","0.17968750000000003"
"uvrD","","DNA-dependent ATPase I and helicase II","49","180","57","45","46.22641509433962","20.0","0.2149122807017544","1.9450372673680215e-09","0.00010084045712669508","9.192384423582048e-08","3","2","2","1.0","1.0"
"hycI","","hydrogenase 3 maturation protease","49","180","57","45","46.22641509433962","20.0","0.2149122807017544","1.9450372673680215e-09","0.00010084045712669508","9.192384423582048e-08","4","2","2","1.0","1.0"
"group_11854","uvrD","DNA-dependent ATPase I and helicase II","57","45","49","180","53.77358490566038","80.0","4.653061224489796","1.9450372673680215e-09","0.00010084045712669508","9.192384423582048e-08","2","2","1","0.5","1.0"
"group_5942","ydaT_1","Rac prophage; predicted protein","36","16","70","209","33.9622641509434","92.88888888888889","6.7178571428571425","2.0689584107634157e-09","0.00010726514880602929","9.76025011883797e-08","10","3","8","0.10937500000000003","0.3437499999999999"
"group_18725","","hypothetical protein","36","16","70","209","33.9622641509434","92.88888888888889","6.7178571428571425","2.0689584107634157e-09","0.00010726514880602929","9.76025011883797e-08","17","10","10","0.629058837890625","0.629058837890625"
"ydbD","","protein involved in detoxification of methylglyoxal","26","6","80","219","24.528301886792452","97.33333333333334","11.8625","2.0872895132428018e-09","0.00010821552481407305","9.83777498309755e-08","6","5","3","0.21875000000000003","1.0"
"yghD","","putative secretion pathway protein, M-type protein, membrane anchored","40","163","66","62","37.735849056603776","27.555555555555557","0.23052612009667225","2.117518924313063e-09","0.00010978276863101074","9.971186978293437e-08","19","12","12","0.3592834472656249","0.3592834472656249"
"idnD","","L-idonate 5-dehydrogenase","29","141","77","84","27.358490566037734","37.333333333333336","0.22437137330754353","2.2758973244481853e-09","0.00011799389678601617","1.0707250162070433e-07","15","8","9","0.6072387695312501","0.9999999999999997"
"group_52845","","hypothetical protein","1","54","105","171","0.9433962264150944","76.0","0.03015873015873016","2.3874794015185584e-09","0.00012377886957172965","1.1161304740462548e-07","2","1","1","1.0","1.0"
"group_53972","","hypothetical protein","1","54","105","171","0.9433962264150944","76.0","0.03015873015873016","2.3874794015185584e-09","0.00012377886957172965","1.1161304740462548e-07","2","1","1","1.0","1.0"
"group_8254","","hypothetical protein","1","54","105","171","0.9433962264150944","76.0","0.03015873015873016","2.3874794015185584e-09","0.00012377886957172965","1.1161304740462548e-07","3","1","2","1.0","1.0"
"group_442","vgrG1_2","Actin cross-linking toxin VgrG1","1","54","105","171","0.9433962264150944","76.0","0.03015873015873016","2.3874794015185584e-09","0.00012377886957172965","1.1161304740462548e-07","5","1","4","0.375","0.375"
"group_9717","hipB","HipB-HipA antitoxin/toxin complex and DNA-binding transcriptional repressor","1","54","105","171","0.9433962264150944","76.0","0.03015873015873016","2.3874794015185584e-09","0.00012377886957172965","1.1161304740462548e-07","3","1","2","1.0","1.0"
"group_22154","","hypothetical protein","1","54","105","171","0.9433962264150944","76.0","0.03015873015873016","2.3874794015185584e-09","0.00012377886957172965","1.1161304740462548e-07","11","1","10","0.011718750000000002","0.011718750000000002"
"group_14704","","hypothetical protein","1","54","105","171","0.9433962264150944","76.0","0.03015873015873016","2.3874794015185584e-09","0.00012377886957172965","1.1161304740462548e-07","8","1","7","0.0703125","0.0703125"
"group_27279","","hypothetical protein","57","46","49","179","53.77358490566038","79.55555555555556","4.526619343389529","2.453087648093961e-09","0.00012718032911543143","1.1422992484591064e-07","1","1","1","1.0","1.0"
"group_10500","","hypothetical protein","57","46","49","179","53.77358490566038","79.55555555555556","4.526619343389529","2.453087648093961e-09","0.00012718032911543143","1.1422992484591064e-07","3","2","2","1.0","1.0"
"group_17303","","hypothetical protein","57","46","49","179","53.77358490566038","79.55555555555556","4.526619343389529","2.453087648093961e-09","0.00012718032911543143","1.1422992484591064e-07","13","6","8","0.5810546875","0.9999999999999999"
"group_22573","","hypothetical protein","57","46","49","179","53.77358490566038","79.55555555555556","4.526619343389529","2.453087648093961e-09","0.00012718032911543143","1.1422992484591064e-07","1","1","1","1.0","1.0"
"group_13353","lhr","hypothetical protein","27","7","79","218","25.471698113207548","96.88888888888889","10.64376130198915","2.461082574074302e-09","0.00012759482605288218","1.1422992484591064e-07","15","10","5","0.30175781250000017","0.30175781250000017"
"group_27682","","hypothetical protein","27","7","79","218","25.471698113207548","96.88888888888889","10.64376130198915","2.461082574074302e-09","0.00012759482605288218","1.1422992484591064e-07","7","5","4","0.4531249999999996","0.9999999999999998"
"group_27683","","hypothetical protein","27","7","79","218","25.471698113207548","96.88888888888889","10.64376130198915","2.461082574074302e-09","0.00012759482605288218","1.1422992484591064e-07","7","5","4","0.4531249999999996","0.9999999999999998"
"yahA_2","","phosphodiesterase, c-di-GMP-specific","27","7","79","218","25.471698113207548","96.88888888888889","10.64376130198915","2.461082574074302e-09","0.00012759482605288218","1.1422992484591064e-07","7","3","4","0.9999999999999998","0.9999999999999998"
"group_7932","","hypothetical protein","52","38","54","187","49.056603773584904","83.11111111111111","4.738791423001949","2.5285719551511733e-09","0.00013109381301481258","1.1725743561253361e-07","24","15","15","0.3074562549591064","0.3074562549591064"
"group_3743","","hypothetical protein","78","87","28","138","73.58490566037736","61.33333333333333","4.41871921182266","2.5856216071275727e-09","0.000134051552221529","1.1979584648930205e-07","8","7","3","0.0703125","0.7265625000000002"
"group_3935","","hypothetical protein","33","13","73","212","31.132075471698112","94.22222222222221","7.371970495258166","2.5953320525959734e-09","0.00013455499026683823","1.2013838416681986e-07","10","5","8","0.10937500000000003","1.0"
"pgaB","","poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase","95","131","11","94","89.62264150943396","41.77777777777778","6.1970853573907005","2.7593736284838098e-09","0.0001430597257687431","1.276179534065505e-07","18","13","5","0.09625244140624999","0.09625244140624999"
"group_19897","fdtC","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase","31","11","75","214","29.245283018867923","95.11111111111111","8.041212121212121","2.9114530228674374e-09","0.0001509442819705623","1.3453144560656175e-07","14","10","7","0.17956542968750003","1.0"
"ydbK","","putative pyruvate:flavodoxin oxidoreductase","86","106","20","119","81.13207547169812","52.888888888888886","4.827358490566038","2.933023301332538e-09","0.00015206259305758544","1.354074737823557e-07","13","7","8","0.5810546875","0.9999999999999999"
"group_13170","","hypothetical protein","61","53","45","172","57.54716981132076","76.44444444444444","4.39916142557652","2.973116085992175e-09","0.00015414120347826432","1.3713630202692556e-07","10","4","6","0.7539062500000002","0.7539062500000002"
"bcsQ","","putative cellulose biosynthesis protein","98","141","8","84","92.45283018867924","37.333333333333336","7.297872340425532","2.993361584462186e-09","0.00015519083134644203","1.3782489462383838e-07","21","16","7","0.026603698730468753","0.18924713134765628"
"ptsI_2","","PTS enzyme I","8","84","98","141","7.547169811320755","62.66666666666667","0.13702623906705538","2.993361584462186e-09","0.00015519083134644203","1.3782489462383838e-07","9","6","5","0.5078125","1.0"
"group_4985","ompW","OmpW, outer membrane protein","55","43","51","182","51.886792452830186","80.88888888888889","4.564523483812129","3.042763651954709e-09","0.0001577520815355919","1.3997522762696707e-07","9","5","4","1.0","1.0"
"group_11620","","hypothetical protein","58","48","48","177","54.71698113207547","78.66666666666666","4.455729166666667","3.194712335313647e-09","0.000165629861024336","1.4646581050067674e-07","10","4","6","0.7539062500000002","0.7539062500000002"
"iraD","","inhibitor of sS proteolysis","98","142","8","83","92.45283018867924","36.888888888888886","7.160211267605634","3.1951553992914534e-09","0.0001656528316762654","1.4646581050067674e-07","8","4","6","0.2890624999999999","1.0"
"group_8529","","hypothetical protein","8","83","98","142","7.547169811320755","63.11111111111111","0.13966068355052866","3.1951553992914534e-09","0.0001656528316762654","1.4646581050067674e-07","8","5","5","0.7265625000000002","0.7265625000000002"
"group_19264","iraD","inhibitor of sS proteolysis","8","83","98","142","7.547169811320755","63.11111111111111","0.13966068355052866","3.1951553992914534e-09","0.0001656528316762654","1.4646581050067674e-07","8","6","4","0.2890624999999999","1.0"
"group_1813","","hypothetical protein","64","59","42","166","60.37735849056604","73.77777777777777","4.287328490718322","3.206885748466822e-09","0.0001662609916292624","1.4687366751701626e-07","17","12","8","0.14346313476562497","0.9999999999999998"
"group_19253","msbA_1","ATP-binding lipopolysaccharide transport protein","0","47","106","178","0.0","79.11111111111111","0.0","3.221483452772456e-09","0.000167017809608988","1.4702271972622182e-07","4","0","4","0.125","0.125"
"besA","","Ferri-bacillibactin esterase BesA","0","47","106","178","0.0","79.11111111111111","0.0","3.221483452772456e-09","0.000167017809608988","1.4702271972622182e-07","4","0","4","0.125","0.125"
"fes_1","","enterochelin esterase","0","47","106","178","0.0","79.11111111111111","0.0","3.221483452772456e-09","0.000167017809608988","1.4702271972622182e-07","4","0","4","0.125","0.125"
"csy2_1","","CRISPR-associated protein Csy2","0","47","106","178","0.0","79.11111111111111","0.0","3.221483452772456e-09","0.000167017809608988","1.4702271972622182e-07","4","0","4","0.125","0.125"
"folK","","6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase","35","153","71","72","33.0188679245283","32.0","0.231980115990058","3.3400322628876203e-09","0.0001731639726694087","1.5229900850431723e-07","8","6","5","0.2890624999999999","0.7265625000000002"
"group_4923","","hypothetical protein","43","25","63","200","40.56603773584906","88.88888888888889","5.4603174603174605","3.4081596576257378e-09","0.00017669603744960638","1.552689257026418e-07","21","11","14","0.18924713134765628","1.0"
"purR_2","","PurR-Hypoxanthine DNA-binding transcriptional repressor","23","4","83","221","21.69811320754717","98.22222222222223","15.310240963855422","3.7148832381827812e-09","0.00019259812148358628","1.6909404871254284e-07","11","9","3","0.06542968749999997","0.22656250000000003"
"group_5636","yegV","putative kinase","6","76","100","149","5.660377358490567","66.22222222222223","0.11763157894736842","3.761582464877508e-09","0.0001950192428915744","1.710695113083986e-07","6","3","4","0.6875000000000002","1.0"
"ydeP","","acid resistance protein","36","154","70","71","33.9622641509434","31.555555555555554","0.23710575139146567","3.855160755987166e-09","0.00019987080939415461","1.7517161208953077e-07","16","11","9","0.21011352539062492","0.8036193847656252"
"group_7689","","hypothetical protein","51","37","55","188","48.113207547169814","83.55555555555556","4.711547911547911","4.077984486307284e-09","0.00021142310569260115","1.8513406803205004e-07","22","12","12","0.831811904907225","0.831811904907225"
"group_13204","","hypothetical protein","56","45","50","180","52.83018867924528","80.0","4.48","4.132028898346879e-09","0.00021422503823479396","1.8725153292391359e-07","4","2","3","0.625","1.0"
"insC-1_2","","IS2 element protein InsA","56","45","50","180","52.83018867924528","80.0","4.48","4.132028898346879e-09","0.00021422503823479396","1.8725153292391359e-07","23","14","13","0.4048728942871095","0.6776394844055175"
"lsrR_1","","LsrR DNA-binding transcriptional repressor","59","50","47","175","55.660377358490564","77.77777777777779","4.3936170212765955","4.14990859927817e-09","0.0002151520113295767","1.8725153292391359e-07","5","3","2","1.0","1.0"
"group_26953","rbsB_1","ribose ABC transporter - putative periplasmic binding protein","59","50","47","175","55.660377358490564","77.77777777777779","4.3936170212765955","4.14990859927817e-09","0.0002151520113295767","1.8725153292391359e-07","5","3","2","1.0","1.0"
"glpK_1","","glycerol kinase","59","50","47","175","55.660377358490564","77.77777777777779","4.3936170212765955","4.14990859927817e-09","0.0002151520113295767","1.8725153292391359e-07","5","3","2","1.0","1.0"
"hsdR_2","","Type-1 restriction enzyme R protein","59","50","47","175","55.660377358490564","77.77777777777779","4.3936170212765955","4.14990859927817e-09","0.0002151520113295767","1.8725153292391359e-07","13","6","8","0.5810546875","0.9999999999999999"
"group_7485","","hypothetical protein","59","50","47","175","55.660377358490564","77.77777777777779","4.3936170212765955","4.14990859927817e-09","0.0002151520113295767","1.8725153292391359e-07","11","4","7","0.548828125","0.548828125"
"fepC_3","","ferric enterobactin ABC transporter - ATP binding subunit","2","59","104","166","1.8867924528301887","73.77777777777777","0.05410691003911343","4.2115232654101525e-09","0.00021834642369518935","1.8986645538712119e-07","12","2","10","0.038574218750000014","0.038574218750000014"
"yncD_2","","putative TonB-dependent receptor","20","2","86","223","18.867924528301888","99.11111111111111","25.930232558139537","4.271174319919149e-09","0.0002214390326162083","1.9205466835750936e-07","10","9","1","0.021484374999999997","0.021484374999999997"
"group_6734","ybgD","putative fimbrial-like adhesin protein","20","2","86","223","18.867924528301888","99.11111111111111","25.930232558139537","4.271174319919149e-09","0.0002214390326162083","1.9205466835750936e-07","2","1","1","1.0","1.0"
"dnaG_2","","DNA primase","20","2","86","223","18.867924528301888","99.11111111111111","25.930232558139537","4.271174319919149e-09","0.0002214390326162083","1.9205466835750936e-07","11","9","2","0.06542968749999997","0.06542968749999997"
"group_18873","","hypothetical protein","2","58","104","167","1.8867924528301887","74.22222222222223","0.05537135278514589","4.296470256444193e-09","0.0002227505004453492","1.9269074432988687e-07","11","2","9","0.06542968749999997","0.06542968749999997"
"group_2153","yejO_2","putative autotransporter outer membrane protein","2","58","104","167","1.8867924528301887","74.22222222222223","0.05537135278514589","4.296470256444193e-09","0.0002227505004453492","1.9269074432988687e-07","6","2","4","0.6875000000000002","0.6875000000000002"
"pdhR","","PdhR DNA-binding transcriptional dual regulator","104","167","2","58","98.11320754716981","25.77777777777778","18.059880239520957","4.296470256444194e-09","0.00022275050044534922","1.9269074432988687e-07","8","7","1","0.0703125","0.0703125"
"group_4104","","hypothetical protein","49","34","57","191","46.22641509433962","84.88888888888889","4.829205366357069","4.359802881292977e-09","0.0002260339803806344","1.9536212651740225e-07","23","15","9","0.21003961563110343","0.4048728942871095"
"group_13743","rhaA","L-rhamnose isomerase","1","53","105","172","0.9433962264150944","76.44444444444444","0.030907457322551662","4.468616590828737e-09","0.00023167542715151588","2.000651357094265e-07","4","1","3","0.625","0.625"
"group_19673","","hypothetical protein","58","49","48","176","54.71698113207547","78.22222222222223","4.340136054421769","4.4889959142222565e-09","0.0002327319931728529","2.00631028597287e-07","12","6","7","0.7744140625000003","1.0"
"group_11634","","hypothetical protein","58","49","48","176","54.71698113207547","78.22222222222223","4.340136054421769","4.4889959142222565e-09","0.0002327319931728529","2.00631028597287e-07","14","6","8","0.7905273437500004","0.7905273437500004"
"group_21078","","hypothetical protein","83","100","23","125","78.30188679245283","55.55555555555556","4.510869565217392","4.501727041371478e-09","0.00023339203845990428","2.0102673424625691e-07","20","12","10","0.5034446716308595","1.0"
"group_7617","frmB","S-formylglutathione hydrolase","62","56","44","169","58.490566037735846","75.1111111111111","4.252435064935065","4.684379234848798e-09","0.00024286164143073595","2.0900313376139065e-07","14","7","8","0.7905273437500004","1.0"
"ecoRIIR","","Type-2 restriction enzyme EcoRII","24","5","82","220","22.641509433962266","97.77777777777777","12.878048780487806","5.068804195346627e-09","0.0002627921535077459","2.2557266395514667e-07","7","3","4","0.9999999999999998","0.9999999999999998"
"group_26038","dcm_1","DNA-cytosine methyltransferase","24","5","82","220","22.641509433962266","97.77777777777777","12.878048780487806","5.068804195346627e-09","0.0002627921535077459","2.2557266395514667e-07","7","3","4","0.9999999999999998","0.9999999999999998"
"group_17970","","hypothetical protein","24","5","82","220","22.641509433962266","97.77777777777777","12.878048780487806","5.068804195346627e-09","0.0002627921535077459","2.2557266395514667e-07","11","7","5","0.548828125","0.9999999999999997"
"tfaD_1","","DLP12 prophage; predicted tail fiber assembly protein","54","42","52","183","50.943396226415096","81.33333333333333","4.524725274725275","5.134645559265899e-09","0.00026620569902014053","2.283067744598118e-07","12","6","7","0.7744140625000003","1.0"
