"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_17289","","hypothetical protein","51","40","41","160","55.434782608695656","80.0","4.975609756097561","4.793464550825519e-09","0.00023803386266489364","2.108360165322353e-07","8","4","4","1.0","1.0"
"group_18098","gatA_1","galactitol PTS permease - GatA subunit","0","47","92","153","0.0","76.5","0.0","5.072840952503924e-09","0.00025190713601943985","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_26524","mobA_2","Mobilization protein A","0","47","92","153","0.0","76.5","0.0","5.072840952503924e-09","0.00025190713601943985","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_26528","","hypothetical protein","0","47","92","153","0.0","76.5","0.0","5.072840952503924e-09","0.00025190713601943985","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_26529","","hypothetical protein","0","47","92","153","0.0","76.5","0.0","5.072840952503924e-09","0.00025190713601943985","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_26530","","hypothetical protein","0","47","92","153","0.0","76.5","0.0","5.072840952503924e-09","0.00025190713601943985","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_18091","acpP_1","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_21014","","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_22151","cas1","CRISPR-associated endonuclease Cas1","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","3","0","3","0.25","0.25"
"acpP_3","","Acyl carrier protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_22048","","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","2","0","2","0.5","0.5"
"dapA_1","","4-hydroxy-tetrahydrodipicolinate synthase","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_10758","","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"lolA_1","","Outer-membrane lipoprotein carrier protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_26667","manX_2","mannose PTS permease","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_10760","","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"cas6f","","CRISPR-associated endonuclease Cas6/Csy4","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_26668","manX_2","mannose PTS permease","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_11495","","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","4","0","4","0.125","0.125"
"group_18095","","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"agaC_1","","galactosamine PTS permease - cryptic","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_15562","pgaC","Undecaprenyl-phosphate mannosyltransferase","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_25642","fabG_1","3-oxo-acyl-[acyl-carrier-protein] reductase","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_26670","manZ_1","mannose PTS permease - ManZ subunit","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_15561","","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_18096","","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_6184","","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","1","0","1","1.0","1.0"
"ldhA_1","","D-lactate dehydrogenase - fermentative","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","3","0","3","0.25","0.25"
"sfmM2","","L-tyrosine C(3)-methyltransferase","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_21013","","Putative esterase","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","6","0","6","0.03125","0.03125"
"group_17","","hypothetical protein","0","46","92","154","0.0","77.0","0.0","5.1639364266787895e-09","0.0002564307550760153","2.212517300051901e-07","3","0","3","0.25","0.25"
"group_14849","","hypothetical protein","48","36","44","164","52.17391304347826","82.0","4.96969696969697","5.569455199241004e-09","0.0002765680062839098","2.3842069507233605e-07","14","6","8","0.7905273437500004","0.7905273437500004"
"group_3152","","hypothetical protein","34","16","58","184","36.95652173913043","92.0","6.741379310344827","5.607168793697241e-09","0.0002784407879574176","2.398284134000152e-07","9","4","7","0.17968750000000003","1.0"
"dhaR","","DhaR DNA-binding transcriptional dual regulator","75","91","17","109","81.52173913043478","54.50000000000001","5.284421460892049","5.84434977319005e-09","0.0002902187210370715","2.4975793548801333e-07","9","5","4","1.0","1.0"
"group_7223","ydbK","putative pyruvate:flavodoxin oxidoreductase","13","98","79","102","14.130434782608695","51.0","0.17127357272022734","5.910720679852801e-09","0.0002935145675201304","2.523771001892781e-07","8","4","6","0.2890624999999999","1.0"
"group_10493","","hypothetical protein","51","41","41","159","55.434782608695656","79.5","4.823914336704343","6.009331965876289e-09","0.00029841140676148474","2.5592745005273135e-07","18","9","11","0.48068237304687483","1.0"
"group_9167","","hypothetical protein","51","41","41","159","55.434782608695656","79.5","4.823914336704343","6.009331965876289e-09","0.00029841140676148474","2.5592745005273135e-07","8","4","4","1.0","1.0"
"icd_1","","isocitrate dehydrogenase","51","41","41","159","55.434782608695656","79.5","4.823914336704343","6.009331965876289e-09","0.00029841140676148474","2.5592745005273135e-07","10","7","5","0.3437499999999999","1.0"
"treA","","periplasmic trehalase","75","92","17","108","81.52173913043478","54.0","5.179028132992327","6.3447525388843416e-09","0.00031506772157591863","2.6998090966231243e-07","10","6","5","0.7539062500000002","1.0"
"yeeW_2","","CP4-44 prophage; predicted protein","22","4","70","196","23.91304347826087","98.0","15.4","6.416936725339915e-09","0.0003186522439069295","2.7211976422453416e-07","11","9","2","0.06542968749999997","0.06542968749999997"
"ydfJ_2","","putative transporter","22","4","70","196","23.91304347826087","98.0","15.4","6.416936725339915e-09","0.0003186522439069295","2.7211976422453416e-07","9","7","3","0.17968750000000003","0.5078125"
"rihB_2","","ribonucleoside hydrolase 2 (pyrimidine-specific)","22","4","70","196","23.91304347826087","98.0","15.4","6.416936725339915e-09","0.0003186522439069295","2.7211976422453416e-07","9","7","3","0.17968750000000003","0.5078125"
"group_20947","","hypothetical protein","22","4","70","196","23.91304347826087","98.0","15.4","6.416936725339915e-09","0.0003186522439069295","2.7211976422453416e-07","11","7","4","0.548828125","0.548828125"
"group_19304","","hypothetical protein","1","53","91","147","1.0869565217391304","73.5","0.030478955007256895","6.50718976276241e-09","0.00032313402923925575","2.7547658076662894e-07","4","1","3","0.625","0.625"
"group_2153","yejO_2","putative autotransporter outer membrane protein","1","53","91","147","1.0869565217391304","73.5","0.030478955007256895","6.50718976276241e-09","0.00032313402923925575","2.7547658076662894e-07","4","1","3","0.625","0.625"
"nagA","","N-acetylglucosamine-6-phosphate deacetylase","89","138","3","62","96.73913043478261","31.0","13.328502415458937","7.001971126235293e-09","0.0003477038821865922","2.959181976056104e-07","17","15","3","0.002349853515625","0.012725830078125003"
"yidJ","","putative sulfatase","3","62","89","138","3.260869565217391","69.0","0.07502718376223269","7.001971126235293e-09","0.0003477038821865922","2.959181976056104e-07","4","1","3","0.625","0.625"
"group_27277","yibD_2","putative glycosyl transferase","55","48","37","152","59.78260869565217","76.0","4.707207207207207","7.251811806332514e-09","0.00036011047067886","3.062163866316837e-07","10","7","5","0.3437499999999999","1.0"
"group_12790","","hypothetical protein","49","38","43","162","53.2608695652174","81.0","4.858017135862913","7.60734249962575e-09","0.0003777654138464155","3.2095617149228164e-07","12","5","7","0.7744140625000003","0.7744140625000003"
"symE","","toxin-like protein of the SOS response","59","56","33","144","64.13043478260869","72.0","4.597402597402597","7.931007658031894e-09","0.0003938379782825478","3.343276555879014e-07","14","7","8","0.7905273437500004","1.0"
"group_30078","bla_2","Beta-lactamase Toho-1","23","5","69","195","25.0","97.5","13.0","8.310864517538044e-09","0.0004127009102119042","3.4974653407788494e-07","12","9","3","0.14599609375000003","0.14599609375000003"
"group_881","","hypothetical protein","23","5","69","195","25.0","97.5","13.0","8.310864517538044e-09","0.0004127009102119042","3.4974653407788494e-07","4","3","1","0.625","0.625"
"ydcR_2","","fused predicted DNA-binding transcriptional regulator and predicted amino transferase","23","123","69","77","25.0","38.5","0.2086720867208672","8.470941801730496e-09","0.000420650027990333","3.5582367118155754e-07","7","6","4","0.125","0.9999999999999998"
"group_17757","folA_2","dihydrofolate reductase","19","2","73","198","20.652173913043477","99.0","25.767123287671232","8.498265617248525e-09","0.00042200687402132726","3.5582367118155754e-07","11","9","2","0.06542968749999997","0.06542968749999997"
"group_31250","","hypothetical protein","19","2","73","198","20.652173913043477","99.0","25.767123287671232","8.498265617248525e-09","0.00042200687402132726","3.5582367118155754e-07","10","8","2","0.10937500000000003","0.10937500000000003"
"group_9030","","hypothetical protein","19","2","73","198","20.652173913043477","99.0","25.767123287671232","8.498265617248525e-09","0.00042200687402132726","3.5582367118155754e-07","3","2","1","1.0","1.0"
"recA_2","","DNA strand exchange and recombination protein with protease and nuclease activity","19","2","73","198","20.652173913043477","99.0","25.767123287671232","8.498265617248525e-09","0.00042200687402132726","3.5582367118155754e-07","10","8","2","0.10937500000000003","0.10937500000000003"
"group_15314","","hypothetical protein","19","2","73","198","20.652173913043477","99.0","25.767123287671232","8.498265617248525e-09","0.00042200687402132726","3.5582367118155754e-07","10","8","2","0.10937500000000003","0.10937500000000003"
"ydfA","","Qin prophage; predicted protein","39","23","53","177","42.391304347826086","88.5","5.6628383921246925","8.591642686146065e-09","0.00042664379250864133","3.594303222482235e-07","7","5","5","0.4531249999999996","0.4531249999999996"
"mtnK","","Methylthioribose kinase","66","71","26","129","71.73913043478261","64.5","4.612134344528711","8.675430859115094e-09","0.00043080454560193735","3.6263008889051963e-07","14","8","9","0.4239501953124999","0.7905273437500004"
"group_18608","","hypothetical protein","0","45","92","155","0.0","77.5","0.0","9.52683846504251e-09","0.00047308374449708097","3.96882335987484e-07","3","0","3","0.25","0.25"
"group_22012","","hypothetical protein","0","45","92","155","0.0","77.5","0.0","9.52683846504251e-09","0.00047308374449708097","3.96882335987484e-07","3","0","3","0.25","0.25"
"csy1","","CRISPR-associated protein Csy1","0","45","92","155","0.0","77.5","0.0","9.52683846504251e-09","0.00047308374449708097","3.96882335987484e-07","2","0","2","0.5","0.5"
"group_11358","intB_1","KpLE2 phage-like element; predicted integrase","0","45","92","155","0.0","77.5","0.0","9.52683846504251e-09","0.00047308374449708097","3.96882335987484e-07","2","0","2","0.5","0.5"
"group_130","","hypothetical protein","24","6","68","194","26.08695652173913","97.0","11.411764705882353","9.83797698142796e-09","0.0004885342609437497","4.0950063784052783e-07","9","5","5","1.0","1.0"
"group_22112","","hypothetical protein","45","32","47","168","48.91304347826087","84.0","5.026595744680851","1.0131100107815957e-08","0.0005030901691539248","4.213485503801715e-07","8","3","6","0.2890624999999999","0.7265625000000002"
"group_25722","argR_2","ArgR-arg","29","11","63","189","31.521739130434785","94.5","7.909090909090909","1.0171485934488139e-08","0.000505095648534812","4.226741828743197e-07","13","6","8","0.5810546875","0.9999999999999999"
"group_6999","hrpB","putative ATP-dependent helicase","53","45","39","155","57.608695652173914","77.5","4.680911680911681","1.0493705022066624e-08","0.0005210964039857845","4.3533534167567624e-07","4","1","4","0.125","0.625"
"fliQ_2","","flagellar biosynthesis protein FliQ","53","45","39","155","57.608695652173914","77.5","4.680911680911681","1.0493705022066624e-08","0.0005210964039857845","4.3533534167567624e-07","8","2","6","0.2890624999999999","0.2890624999999999"
"yqcE","","YqcE MFS transporter","84","120","8","80","91.30434782608695","40.0","7.0","1.0630123678379848e-08","0.0005278706816209865","4.4062661237144114e-07","10","8","3","0.10937500000000003","0.3437499999999999"
"feaR","","FeaR DNA-binding transcriptional activator","67","74","25","126","72.82608695652173","63.0","4.563243243243243","1.079798372991908e-08","0.0005362062760603216","4.472112394164484e-07","7","4","5","0.4531249999999996","0.9999999999999998"
"fhuB","","iron (III) hydroxamate ABC transporter - membrane subunit","36","149","56","51","39.130434782608695","25.5","0.22003835091083412","1.0852511428319163e-08","0.000538914012507473","4.4909501042289414e-07","7","4","3","0.9999999999999998","0.9999999999999998"
"yahA_2","","phosphodiesterase, c-di-GMP-specific","25","7","67","193","27.173913043478258","96.5","10.287846481876333","1.0866362535031747e-08","0.0005396018307646064","4.492937808198222e-07","6","3","3","1.0","1.0"
"group_15938","prpD","2-methylcitrate dehydratase","52","44","40","156","56.52173913043478","78.0","4.609090909090909","1.0966922502521318e-08","0.0005445954376302036","4.5307440734625925e-07","5","4","2","0.375","1.0"
"group_18725","","hypothetical protein","32","14","60","186","34.78260869565217","93.0","7.085714285714285","1.1264677835958744e-08","0.0005593813719780393","4.6498867163594284e-07","15","9","8","0.6072387695312501","0.9999999999999997"
"yfjX_1","","CP4-57 prophage; predicted antirestriction protein","27","9","65","191","29.347826086956523","95.5","8.815384615384616","1.1348233794668638e-08","0.0005635305937756552","4.676602437972242e-07","9","6","3","0.5078125","0.5078125"
"yjcS_2","","putative alkyl sulfatase","27","9","65","191","29.347826086956523","95.5","8.815384615384616","1.1348233794668638e-08","0.0005635305937756552","4.676602437972242e-07","6","6","2","0.03125","0.6875000000000002"
"group_51985","pdhR","PdhR DNA-binding transcriptional dual regulator","1","51","91","149","1.0869565217391304","74.5","0.03210514975220857","1.217286568809794e-08","0.0006044801643395676","4.995703837517088e-07","6","1","6","0.03125","0.21875000000000003"
"uidR_3","","UidR DNA-binding transcriptional repressor","1","51","91","149","1.0869565217391304","74.5","0.03210514975220857","1.217286568809794e-08","0.0006044801643395676","4.995703837517088e-07","5","1","5","0.0625","0.375"
"imm","","Colicin-E7 immunity protein","1","51","91","149","1.0869565217391304","74.5","0.03210514975220857","1.217286568809794e-08","0.0006044801643395676","4.995703837517088e-07","7","1","6","0.125","0.125"
"group_6644","","hypothetical protein","1","51","91","149","1.0869565217391304","74.5","0.03210514975220857","1.217286568809794e-08","0.0006044801643395676","4.995703837517088e-07","8","1","7","0.0703125","0.0703125"
"group_19303","","hypothetical protein","1","51","91","149","1.0869565217391304","74.5","0.03210514975220857","1.217286568809794e-08","0.0006044801643395676","4.995703837517088e-07","7","1","6","0.125","0.125"
"mdoD","","glucan biosynthesis protein D","75","93","17","107","81.52173913043478","53.5","5.075901328273245","1.2232952273600945e-08","0.0006074639440024757","5.016217539244226e-07","15","9","11","0.11846923828124997","0.6072387695312501"
"group_23888","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31292","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31323","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31359","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","4","4","0","0.125","0.125"
"group_23898","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31293","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31324","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31394","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","5","5","0","0.0625","0.0625"
"group_23900","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31294","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31325","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31405","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"wcaL_1","","putative colanic biosynthesis glycosyl transferase","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_23913","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31295","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31326","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_13378","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31276","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31296","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31328","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_17765","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31282","tfaE","e14 prophage; predicted tail fiber assembly protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31302","yabP_2","putative protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31329","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_20490","stfR_1","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31287","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31303","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31332","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"recD_2","","RecBCD enzyme subunit RecD","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31291","dgt_1","deoxyguanosine triphosphate triphosphohydrolase","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31308","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_31335","","hypothetical protein","15","0","77","200","16.304347826086957","100.0","inf","1.2909956386547077e-08","0.0006410826142431548","5.157543155616692e-07","3","3","0","0.25","0.25"
"group_13007","","hypothetical protein","48","37","44","163","52.17391304347826","81.5","4.805896805896806","1.3058816908220264e-08","0.0006484747300284019","5.204452086905312e-07","17","8","9","0.9999999999999998","0.9999999999999998"
"group_9121","","hypothetical protein","48","37","44","163","52.17391304347826","81.5","4.805896805896806","1.3058816908220264e-08","0.0006484747300284019","5.204452086905312e-07","17","9","9","0.9999999999999998","0.9999999999999998"
"group_27213","","hypothetical protein","48","37","44","163","52.17391304347826","81.5","4.805896805896806","1.3058816908220264e-08","0.0006484747300284019","5.204452086905312e-07","9","5","4","1.0","1.0"
"group_10647","","hypothetical protein","17","1","75","199","18.478260869565215","99.5","45.10666666666667","1.3205805332155088e-08","0.0006557738811841573","5.225289889913605e-07","8","7","1","0.0703125","0.0703125"
"group_15304","","hypothetical protein","17","1","75","199","18.478260869565215","99.5","45.10666666666667","1.3205805332155088e-08","0.0006557738811841573","5.225289889913605e-07","8","7","1","0.0703125","0.0703125"
"group_15313","","hypothetical protein","17","1","75","199","18.478260869565215","99.5","45.10666666666667","1.3205805332155088e-08","0.0006557738811841573","5.225289889913605e-07","8","7","1","0.0703125","0.0703125"
"group_20470","","hypothetical protein","17","1","75","199","18.478260869565215","99.5","45.10666666666667","1.3205805332155088e-08","0.0006557738811841573","5.225289889913605e-07","8","7","1","0.0703125","0.0703125"
"group_20478","","hypothetical protein","17","1","75","199","18.478260869565215","99.5","45.10666666666667","1.3205805332155088e-08","0.0006557738811841573","5.225289889913605e-07","8","7","1","0.0703125","0.0703125"
"group_23875","yadV","putative pilin chaperone similar to PapD","17","1","75","199","18.478260869565215","99.5","45.10666666666667","1.3205805332155088e-08","0.0006557738811841573","5.225289889913605e-07","5","5","0","0.0625","0.0625"
"group_71","","hypothetical protein","17","1","75","199","18.478260869565215","99.5","45.10666666666667","1.3205805332155088e-08","0.0006557738811841573","5.225289889913605e-07","3","2","1","1.0","1.0"
"group_31258","","hypothetical protein","17","1","75","199","18.478260869565215","99.5","45.10666666666667","1.3205805332155088e-08","0.0006557738811841573","5.225289889913605e-07","8","7","1","0.0703125","0.0703125"
"group_16723","ydeS_2","putative fimbrial-like adhesin protein","17","1","75","199","18.478260869565215","99.5","45.10666666666667","1.3205805332155088e-08","0.0006557738811841573","5.225289889913605e-07","2","1","1","1.0","1.0"
"group_21777","","hypothetical protein","89","139","3","61","96.73913043478261","30.5","13.019184652278177","1.3308171870122057e-08","0.0006608571987265211","5.253391044776471e-07","14","12","3","0.012939453124999998","0.05737304687500002"
"nagC","","NagC DNA-binding transcriptional dual regulator","89","139","3","61","96.73913043478261","30.5","13.019184652278177","1.3308171870122057e-08","0.0006608571987265211","5.253391044776471e-07","17","15","3","0.002349853515625","0.012725830078125003"
"ynfF_1","","oxidoreductase subunit","53","46","39","154","57.608695652173914","77.0","4.549609810479375","1.3308562435717913e-08","0.0006608765934328801","5.253391044776471e-07","10","2","8","0.10937500000000003","0.10937500000000003"
"group_12690","macB","MacAB-TolC macrolide efflux transport system - membrane subunit","6","73","86","127","6.521739130434782","63.5","0.1213762344695763","1.3693411689118152e-08","0.0006799874376582292","5.401012213329858e-07","14","5","10","0.17956542968750003","0.4239501953124999"
"group_11603","","hypothetical protein","51","42","41","158","55.434782608695656","79.0","4.679442508710801","1.4450715082512226e-08","0.0007175936095673921","5.681659616527254e-07","10","4","6","0.7539062500000002","0.7539062500000002"
"group_17232","","hypothetical protein","51","42","41","158","55.434782608695656","79.0","4.679442508710801","1.4450715082512226e-08","0.0007175936095673921","5.681659616527254e-07","10","4","6","0.7539062500000002","0.7539062500000002"
"rfbC","","dTDP-4-dehydrorhamnose 3,5-epimerase","51","42","41","158","55.434782608695656","79.0","4.679442508710801","1.4450715082512226e-08","0.0007175936095673921","5.681659616527254e-07","13","6","7","0.9999999999999999","0.9999999999999999"
"fhuA_1","","ferrichrome / phage / antibiotic outer membrane porin FhuA","51","42","41","158","55.434782608695656","79.0","4.679442508710801","1.4450715082512226e-08","0.0007175936095673921","5.681659616527254e-07","4","1","3","0.625","0.625"
"group_52698","nagA","N-acetylglucosamine-6-phosphate deacetylase","3","60","89","140","3.260869565217391","70.0","0.07865168539325842","1.502512919951731e-08","0.0007461178657896306","5.902831216690116e-07","16","3","14","0.004180908203124999","0.021270751953125"
"group_15003","","hypothetical protein","33","16","59","184","35.869565217391305","92.0","6.432203389830509","1.5048575207285014e-08","0.0007472821476433593","5.907368756073986e-07","8","5","3","0.7265625000000002","0.7265625000000002"
"group_17314","","hypothetical protein","54","48","38","152","58.69565217391305","76.0","4.5","1.6183853887294925e-08","0.0008036578163352914","6.34299776113095e-07","11","6","5","0.9999999999999997","0.9999999999999997"
"kgtP_2","","alpha-ketoglutarate:H+ symporter","54","48","38","152","58.69565217391305","76.0","4.5","1.6183853887294925e-08","0.0008036578163352914","6.34299776113095e-07","6","2","5","0.21875000000000003","0.6875000000000002"
"dcyD","","D-cysteine desulfhydrase monomer","30","136","62","64","32.608695652173914","32.0","0.22770398481973433","1.6392361737213916e-08","0.0008140118991465686","6.419652201471362e-07","13","8","8","0.5810546875","0.5810546875"
"group_21078","","hypothetical protein","72","86","20","114","78.26086956521739","56.99999999999999","4.772093023255814","1.6507785862842465e-08","0.0008197436303770311","6.459760680670064e-07","16","11","9","0.21011352539062492","0.8036193847656252"
"mtnA","","Methylthioribose-1-phosphate isomerase","66","72","26","128","71.73913043478261","64.0","4.512820512820513","1.754610603480628e-08","0.0008713045334764102","6.86066561792449e-07","14","8","9","0.4239501953124999","0.7905273437500004"
"group_19424","","hypothetical protein","48","38","44","162","52.17391304347826","81.0","4.650717703349282","1.8271179510369832e-08","0.0009073102321259451","7.12289325890334e-07","17","9","9","0.9999999999999998","0.9999999999999998"
